NAMEOFDATAELEMENT,devcategory,developerfriendlyname,APIdatatype,INDEX,VARIABLENAME,VALUE,LABEL,SOURCE,SHOWNUSEONSITE,NOTES,L,M,N,keeper
Percentage of undergraduate unknown completion status undergraduate student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.ugunkcomp.discharge,string,,BBRR3_PP_UGUNK_DISCHARGE,,,NSLDS,,,,,,0
Independent federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.independent.count,integer,,BBRR3_FED_IND_N,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.independent.default,string,,BBRR3_FED_IND_DFLT,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.independent.delinquent,string,,BBRR3_FED_IND_DLNQ,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.independent.forbearance,string,,BBRR3_FED_IND_FBR,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.independent.deferment,string,,BBRR3_FED_IND_DFR,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.independent.noprogress,string,,BBRR3_FED_IND_NOPROG,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.independent.makingprogress,string,,BBRR3_FED_IND_MAKEPROG,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.independent.fullypaid,string,,BBRR3_FED_IND_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of independent federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.independent.discharge,string,,BBRR3_FED_IND_DISCHARGE,,,NSLDS,,,,,,0
Dependent federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.dependent.count,integer,,BBRR3_FED_DEP_N,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.dependent.default,string,,BBRR3_FED_DEP_DFLT,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.dependent.delinquent,string,,BBRR3_FED_DEP_DLNQ,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.dependent.forbearance,string,,BBRR3_FED_DEP_FBR,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.dependent.deferment,string,,BBRR3_FED_DEP_DFR,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.dependent.noprogress,string,,BBRR3_FED_DEP_NOPROG,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.dependent.makingprogress,string,,BBRR3_FED_DEP_MAKEPROG,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.dependent.fullypaid,string,,BBRR3_FED_DEP_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of dependent federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.dependent.discharge,string,,BBRR3_FED_DEP_DISCHARGE,,,NSLDS,,,,,,0
Pell Grant recipient federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.pell.count,integer,,BBRR3_FED_PELL_N,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.pell.default,string,,BBRR3_FED_PELL_DFLT,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.pell.delinquent,string,,BBRR3_FED_PELL_DLNQ,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.pell.forbearance,string,,BBRR3_FED_PELL_FBR,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.pell.deferment,string,,BBRR3_FED_PELL_DFR,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.pell.noprogress,string,,BBRR3_FED_PELL_NOPROG,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.pell.makingprogress,string,,BBRR3_FED_PELL_MAKEPROG,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.pell.fullypaid,string,,BBRR3_FED_PELL_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.pell.discharge,string,,BBRR3_FED_PELL_DISCHARGE,,,NSLDS,,,,,,0
Non-Pell Grant recipient federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.non_pell.count,integer,,BBRR3_FED_NOPELL_N,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.default,string,,BBRR3_FED_NOPELL_DFLT,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.delinquent,string,,BBRR3_FED_NOPELL_DLNQ,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.forbearance,string,,BBRR3_FED_NOPELL_FBR,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.deferment,string,,BBRR3_FED_NOPELL_DFR,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.noprogress,string,,BBRR3_FED_NOPELL_NOPROG,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.makingprogress,string,,BBRR3_FED_NOPELL_MAKEPROG,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.fullypaid,string,,BBRR3_FED_NOPELL_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.non_pell.discharge,string,,BBRR3_FED_NOPELL_DISCHARGE,,,NSLDS,,,,,,0
Male federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.male.count,integer,,BBRR3_FED_MALE_N,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.male.default,string,,BBRR3_FED_MALE_DFLT,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.male.delinquent,string,,BBRR3_FED_MALE_DLNQ,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.male.forbearance,string,,BBRR3_FED_MALE_FBR,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.male.deferment,string,,BBRR3_FED_MALE_DFR,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.male.noprogress,string,,BBRR3_FED_MALE_NOPROG,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.male.makingprogress,string,,BBRR3_FED_MALE_MAKEPROG,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.male.fullypaid,string,,BBRR3_FED_MALE_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of male federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.male.discharge,string,,BBRR3_FED_MALE_DISCHARGE,,,NSLDS,,,,,,0
Non-male federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.non_male.count,integer,,BBRR3_FED_NOMALE_N,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.non_male.default,string,,BBRR3_FED_NOMALE_DFLT,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.non_male.delinquent,string,,BBRR3_FED_NOMALE_DLNQ,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.non_male.forbearance,string,,BBRR3_FED_NOMALE_FBR,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.non_male.deferment,string,,BBRR3_FED_NOMALE_DFR,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.non_male.noprogress,string,,BBRR3_FED_NOMALE_NOPROG,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.non_male.makingprogress,string,,BBRR3_FED_NOMALE_MAKEPROG,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.non_male.fullypaid,string,,BBRR3_FED_NOMALE_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of non-male federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.non_male.discharge,string,,BBRR3_FED_NOMALE_DISCHARGE,,,NSLDS,,,,,,0
Independent student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.independent.count,integer,,BBRR3_PP_IND_N,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.independent.default,string,,BBRR3_PP_IND_DFLT,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.independent.delinquent,string,,BBRR3_PP_IND_DLNQ,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.independent.forbearance,string,,BBRR3_PP_IND_FBR,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.independent.deferment,string,,BBRR3_PP_IND_DFR,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.independent.noprogress,string,,BBRR3_PP_IND_NOPROG,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.independent.makingprogress,string,,BBRR3_PP_IND_MAKEPROG,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.independent.fullypaid,string,,BBRR3_PP_IND_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of independent student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.independent.discharge,string,,BBRR3_PP_IND_DISCHARGE,,,NSLDS,,,,,,0
Dependent student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.dependent.count,integer,,BBRR3_PP_DEP_N,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.dependent.default,string,,BBRR3_PP_DEP_DFLT,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.dependent.delinquent,string,,BBRR3_PP_DEP_DLNQ,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.dependent.forbearance,string,,BBRR3_PP_DEP_FBR,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.dependent.deferment,string,,BBRR3_PP_DEP_DFR,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.dependent.noprogress,string,,BBRR3_PP_DEP_NOPROG,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.dependent.makingprogress,string,,BBRR3_PP_DEP_MAKEPROG,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.dependent.fullypaid,string,,BBRR3_PP_DEP_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of dependent student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.dependent.discharge,string,,BBRR3_PP_DEP_DISCHARGE,,,NSLDS,,,,,,0
Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.pell.count,integer,,BBRR3_PP_PELL_N,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.pell.default,string,,BBRR3_PP_PELL_DFLT,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.pell.delinquent,string,,BBRR3_PP_PELL_DLNQ,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.pell.forbearance,string,,BBRR3_PP_PELL_FBR,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.pell.deferment,string,,BBRR3_PP_PELL_DFR,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.pell.noprogress,string,,BBRR3_PP_PELL_NOPROG,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.pell.makingprogress,string,,BBRR3_PP_PELL_MAKEPROG,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.pell.fullypaid,string,,BBRR3_PP_PELL_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.pell.discharge,string,,BBRR3_PP_PELL_DISCHARGE,,,NSLDS,,,,,,0
Non-Pell Grant recipient student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.non_pell.count,integer,,BBRR3_PP_NOPELL_N,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.default,string,,BBRR3_PP_NOPELL_DFLT,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.delinquent,string,,BBRR3_PP_NOPELL_DLNQ,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.forbearance,string,,BBRR3_PP_NOPELL_FBR,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.deferment,string,,BBRR3_PP_NOPELL_DFR,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.noprogress,string,,BBRR3_PP_NOPELL_NOPROG,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.makingprogress,string,,BBRR3_PP_NOPELL_MAKEPROG,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.fullypaid,string,,BBRR3_PP_NOPELL_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.non_pell.discharge,string,,BBRR3_PP_NOPELL_DISCHARGE,,,NSLDS,,,,,,0
Male student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.male.count,integer,,BBRR3_PP_MALE_N,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.male.default,string,,BBRR3_PP_MALE_DFLT,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.male.delinquent,string,,BBRR3_PP_MALE_DLNQ,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.male.forbearance,string,,BBRR3_PP_MALE_FBR,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.male.deferment,string,,BBRR3_PP_MALE_DFR,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.male.noprogress,string,,BBRR3_PP_MALE_NOPROG,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.male.makingprogress,string,,BBRR3_PP_MALE_MAKEPROG,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.male.fullypaid,string,,BBRR3_PP_MALE_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of male student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.male.discharge,string,,BBRR3_PP_MALE_DISCHARGE,,,NSLDS,,,,,,0
Non-male student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.non_male.count,integer,,BBRR3_PP_NOMALE_N,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.non_male.default,string,,BBRR3_PP_NOMALE_DFLT,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers in delinquency after 3 years,repayment,3_yr_bb_pp_repayment.non_male.delinquent,string,,BBRR3_PP_NOMALE_DLNQ,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers in forbearance after 3 years,repayment,3_yr_bb_pp_repayment.non_male.forbearance,string,,BBRR3_PP_NOMALE_FBR,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers in deferment after 3 years,repayment,3_yr_bb_pp_repayment.non_male.deferment,string,,BBRR3_PP_NOMALE_DFR,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers not making progress after 3 years,repayment,3_yr_bb_pp_repayment.non_male.noprogress,string,,BBRR3_PP_NOMALE_NOPROG,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers making progress after 3 years,repayment,3_yr_bb_pp_repayment.non_male.makingprogress,string,,BBRR3_PP_NOMALE_MAKEPROG,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers paid in full after 3 years,repayment,3_yr_bb_pp_repayment.non_male.fullypaid,string,,BBRR3_PP_NOMALE_PAIDINFULL,,,NSLDS,,,,,,0
Percentage of non-male student Parent PLUS Loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_pp_repayment.non_male.discharge,string,,BBRR3_PP_NOMALE_DISCHARGE,,,NSLDS,,,,,,0
Number of graduates working and not enrolled 1 year after completing,earnings,1_yr_after_completion.not_working_not_enrolled.overall_count,integer,,COUNT_NWNE_1YR,,,Treasury,,,,,,0
Number of graduates not working and not enrolled 1 year after completing,earnings,1_yr_after_completion.working_not_enrolled.overall_count,integer,,COUNT_WNE_1YR,,,Treasury,,,,,,0
Number of graduates working and not enrolled who earned more than 150% of the single-person household poverty threshold 1 year after completing,earnings,1_yr_after_completion.overall_count_over_poverty_line,integer,,CNTOVER150_1YR,,,Treasury,,,,,,0
Share of students earning more than a high school graduate (threshold earnings) 6 years after entry,earnings,6_yrs_after_entry.gt_threshold,float,,GT_THRESHOLD_P6,,,Treasury,,,,,,0
"Share of students earning more than a high school graduate (threshold earnings) 6 years after entry, suppressed for small n size",earnings,6_yrs_after_entry.gt_threshold_suppressed,float,float,GT_THRESHOLD_P6_SUPP,,,Treasury,Yes,,,,,0
"Median earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",earnings,6_yrs_after_entry.median_earnings_lowest_tercile,integer,,MD_EARN_WNE_INC1_P6,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",earnings,6_yrs_after_entry.median_earnings_middle_tercile,integer,,MD_EARN_WNE_INC2_P6,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+",earnings,6_yrs_after_entry.median_earnings_highest_tercile,integer,,MD_EARN_WNE_INC3_P6,,,Treasury,,,,,,0
Median earnings of independent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.median_earnings_independent,integer,,MD_EARN_WNE_INDEP1_P6,,,Treasury,,,,,,0
Median earnings of dependent students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.median_earnings_dependent,integer,,MD_EARN_WNE_INDEP0_P6,,,Treasury,,,,,,0
Median earnings of non-male students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.median_earnings_non_male,integer,,MD_EARN_WNE_MALE0_P6,,,Treasury,,,,,,0
Median earnings of male students working and not enrolled 6 years after entry,earnings,6_yrs_after_entry.median_earnings_male,integer,,MD_EARN_WNE_MALE1_P6,,,Treasury,,,,,,0
Share of students earning more than a high school graduate (threshold earnings) 8 years after entry,earnings,8_yrs_after_entry.gt_threshold,float,,GT_THRESHOLD_P8,,,Treasury,,,,,,0
"Number of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",earnings,8_yrs_after_entry.working_not_enrolled_lowest_tercile,integer,,COUNT_WNE_INC1_P8,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",earnings,8_yrs_after_entry.median_earnings_lowest_tercile,integer,,MD_EARN_WNE_INC1_P8,,,Treasury,,,,,,0
"Number of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",earnings,8_yrs_after_entry.working_not_enrolled_middle_tercile,integer,,COUNT_WNE_INC2_P8,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",earnings,8_yrs_after_entry.median_earnings_middle_tercile,integer,,MD_EARN_WNE_INC2_P8,,,Treasury,,,,,,0
"Number of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",earnings,8_yrs_after_entry.working_not_enrolled_highest_tercile,integer,,COUNT_WNE_INC3_P8,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",earnings,8_yrs_after_entry.median_earnings_highest_tercile,integer,,MD_EARN_WNE_INC3_P8,,,Treasury,,,,,,0
Number of independent students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.working_not_enrolled_independent,integer,,COUNT_WNE_INDEP1_P8,,,Treasury,,,,,,0
Median earnings of independent students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.median_earnings_independent,integer,,MD_EARN_WNE_INDEP1_P8,,,Treasury,,,,,,0
Number of dependent students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.working_not_enrolled_dependent,integer,,COUNT_WNE_INDEP0_P8,,,Treasury,,,,,,0
Median earnings of dependent students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.median_earnings_dependent,integer,,MD_EARN_WNE_INDEP0_P8,,,Treasury,,,,,,0
Number of non-male students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.working_not_enrolled_non_male,integer,,COUNT_WNE_MALE0_P8,,,Treasury,,,,,,0
Median earnings of non-male students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.median_earnings_non_male,integer,,MD_EARN_WNE_MALE0_P8,,,Treasury,,,,,,0
Number of male students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.working_not_enrolled_male,integer,,COUNT_WNE_MALE1_P8,,,Treasury,,,,,,0
Median earnings of male students working and not enrolled 8 years after entry,earnings,8_yrs_after_entry.median_earnings_male,integer,,MD_EARN_WNE_MALE1_P8,,,Treasury,,,,,,0
Share of students earning more than a high school graduate (threshold earnings) 10 years after entry,earnings,10_yrs_after_entry.gt_threshold,float,,GT_THRESHOLD_P10,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",earnings,10_yrs_after_entry.median_earnings.lowest_tercile,integer,,MD_EARN_WNE_INC1_P10,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",earnings,10_yrs_after_entry.median_earnings.middle_tercile,integer,,MD_EARN_WNE_INC2_P10,,,Treasury,,,,,,0
"Median earnings of students working and not enrolled 10 years after entry in the highest income tercile $75,001+",earnings,10_yrs_after_entry.median_earnings.highest_tercile,integer,,MD_EARN_WNE_INC3_P10,,,Treasury,,,,,,0
Median earnings of independent students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.median_earnings.independent_students,integer,,MD_EARN_WNE_INDEP1_P10,,,Treasury,,,,,,0
Median earnings of dependent students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.median_earnings.dependent_students,integer,,MD_EARN_WNE_INDEP0_P10,,,Treasury,,,,,,0
Median earnings of non-male students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.median_earnings.non_male_students,integer,,MD_EARN_WNE_MALE0_P10,,,Treasury,,,,,,0
Median earnings of male students working and not enrolled 10 years after entry,earnings,10_yrs_after_entry.median_earnings.male_students,integer,,MD_EARN_WNE_MALE1_P10,,,Treasury,,,,,,0
Undergraduate student to instructional faculty ratio,student,demographics.student_faculty_ratio,float,,STUFACR,,,IPEDS,Yes,,,,,0
Share of full time faculty that are Two or More Races,student,demographics.faculty.race_ethnicity.two_or_more,float,,IRPS_2MOR,,,IPEDS,Yes,,,,,0
Share of full time faculty that are American Indian or Alaskan Native,student,demographics.faculty.race_ethnicity.aian,float,,IRPS_AIAN,,,IPEDS,Yes,,,,,0
